opensource,era5_pressure,wind direction 500hpa,wd500hpa,degree,rad,[预处理]气压层500hpa风向
opensource,era5_pressure,wind speed 400hpa,ws400hpa,m/s,km/h | mph,[预处理]气压层400hpa风速
opensource,era5_pressure,wind direction 400hpa,wd400hpa,degree,rad,[预处理]气压层400hpa风向
opensource,era5_pressure,wind speed 300hpa,ws300hpa,m/s,km/h | mph,[预处理]气压层300hpa风速
opensource,era5_pressure,wind direction 300hpa,wd300hpa,degree,rad,[预处理]气压层300hpa风向
opensource,era5_pressure,wind speed 250hpa,ws250hpa,m/s,km/h | mph,[预处理]气压层250hpa风速
opensource,era5_pressure,wind direction 250hpa,wd250hpa,degree,rad,[预处理]气压层250hpa风向
opensource,era5_pressure,wind speed 200hpa,ws200hpa,m/s,km/h | mph,[预处理]气压层200hpa风速
opensource,era5_pressure,wind direction 200hpa,wd200hpa,degree,rad,[预处理]气压层200hpa风向
opensource,era5_pressure,wind speed 150hpa,ws150hpa,m/s,km/h | mph,[预处理]气压层150hpa风速
opensource,era5_pressure,wind direction 150hpa,wd150hpa,degree,rad,[预处理]气压层150hpa风向
opensource,era5_pressure,wind speed 100hpa,ws100hpa,m/s,km/h | mph,[预处理]气压层100hpa风速
opensource,era5_pressure,wind direction 100hpa,wd100hpa,degree,rad,[预处理]气压层100hpa风向
opensource,era5_pressure,wind speed 50hpa,ws50hpa,m/s,km/h | mph,[预处理]气压层50hpa风速
opensource,era5_pressure,wind direction 50hpa,wd50hpa,degree,rad,[预处理]气压层50hpa风向
opensource,era5_pressure,1000hpa Fraction of cloud cover,cc1000hpa,%,"[0,1]",气压层1000hpa云覆盖率
opensource,era5_pressure,925hpa Fraction of cloud cover,cc925hpa,%,"[0,1]",气压层925hpa云覆盖率
opensource,era5_pressure,850hpa Fraction of cloud cover,cc850hpa,%,"[0,1]",气压层850hpa云覆盖率
opensource,era5_pressure,700hpa Fraction of cloud cover,cc700hpa,%,"[0,1]",气压层700hpa云覆盖率
opensource,era5_pressure,600hpa Fraction of cloud cover,cc600hpa,%,"[0,1]",气压层600hpa云覆盖率
opensource,era5_pressure,500hpa Fraction of cloud cover,cc500hpa,%,"[0,1]",气压层500hpa云覆盖率
opensource,era5_pressure,400hpa Fraction of cloud cover,cc400hpa,%,"[0,1]",气压层400hpa云覆盖率
opensource,era5_pressure,300hpa Fraction of cloud cover,cc300hpa,%,"[0,1]",气压层300hpa云覆盖率
opensource,era5_pressure,250hpa Fraction of cloud cover,cc250hpa,%,"[0,1]",气压层250hpa云覆盖率
opensource,era5_pressure,200hpa Fraction of cloud cover,cc200hpa,%,"[0,1]",气压层200hpa云覆盖率
opensource,era5_pressure,150hpa Fraction of cloud cover,cc150hpa,%,"[0,1]",气压层150hpa云覆盖率
opensource,era5_pressure,100hpa Fraction of cloud cover,cc100hpa,%,"[0,1]",气压层100hpa云覆盖率
opensource,era5_pressure,50hpa Fraction of cloud cover,cc50hpa,%,"[0,1]",气压层50hpa云覆盖率
opensource,era5_pressure,1000hpa geopotential height,z1000hpa,m,mm | inch,气压层1000hpa位势高度
opensource,era5_pressure,925hpa geopotential height,z925hpa,m,mm | inch,气压层925hpa位势高度
opensource,era5_pressure,850hpa geopotential height,z850hpa,m,mm | inch,气压层850hpa位势高度
opensource,era5_pressure,700hpa geopotential height,z700hpa,m,mm | inch,气压层700hpa位势高度
opensource,era5_pressure,600hpa geopotential height,z600hpa,m,mm | inch,气压层600hpa位势高度
opensource,era5_pressure,500hpa geopotential height,z500hpa,m,mm | inch,气压层500hpa位势高度
opensource,era5_pressure,400hpa geopotential height,z400hpa,m,mm | inch,气压层400hpa位势高度
opensource,era5_pressure,300hpa geopotential height,z300hpa,m,mm | inch,气压层300hpa位势高度
opensource,era5_pressure,250hpa geopotential height,z250hpa,m,mm | inch,气压层250hpa位势高度
opensource,era5_pressure,200hpa geopotential height,z200hpa,m,mm | inch,气压层200hpa位势高度
opensource,era5_pressure,150hpa geopotential height,z150hpa,m,mm | inch,气压层150hpa位势高度
opensource,era5_pressure,100hpa geopotential height,z100hpa,m,mm | inch,气压层100hpa位势高度
opensource,era5_pressure,50hpa geopotential height,z50hpa,m,mm | inch,气压层50hpa位势高度
opensource,era5_pressure,1000hpa vertical verlocity,w1000hpa,Pa/s,,气压层1000hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,925hpa vertical verlocity,w925hpa,Pa/s,,气压层925hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,850hpa vertical verlocity,w850hpa,Pa/s,,气压层850hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,700hpa vertical verlocity,w700hpa,Pa/s,,气压层700hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,600hpa vertical verlocity,w600hpa,Pa/s,,气压层600hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,500hpa vertical verlocity,w500hpa,Pa/s,,气压层500hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,400hpa vertical verlocity,w400hpa,Pa/s,,气压层400hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,300hpa vertical verlocity,w300hpa,Pa/s,,气压层300hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,250hpa vertical verlocity,w250hpa,Pa/s,,气压层250hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,200hpa vertical verlocity,w200hpa,Pa/s,,气压层200hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,150hpa vertical verlocity,w150hpa,Pa/s,,气压层150hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,100hpa vertical verlocity,w100hpa,Pa/s,,气压层100hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,50hpa vertical verlocity,w50hpa,Pa/s,,气压层50hpa垂直速度，指大气中空气质点在垂直方向上的速度
opensource,era5_pressure,1000hPa relative humidity,r1000hpa,%,"[0,1]",气压层1000hpa相对湿度
opensource,era5_pressure,925hPa relative humidity,r925hPa,%,"[0,1]",气压层925hPa相对湿度
opensource,era5_pressure,850hPa relative humidity,r850hPa,%,"[0,1]",气压层850hPa相对湿度
opensource,era5_pressure,700hPa relative humidity,r700hPa,%,"[0,1]",气压层700hPa相对湿度
opensource,era5_pressure,600hPa relative humidity,r600hPa,%,"[0,1]",气压层600hPa相对湿度
opensource,era5_pressure,500hPa relative humidity,r500hPa,%,"[0,1]",气压层500hPa相对湿度
opensource,era5_pressure,400hPa relative humidity,r400hPa,%,"[0,1]",气压层400hPa相对湿度
opensource,era5_pressure,300hPa relative humidity,r300hPa,%,"[0,1]",气压层300hPa相对湿度
opensource,era5_pressure,250hPa relative humidity,r250hPa,%,"[0,1]",气压层250hPa相对湿度
opensource,era5_pressure,200hPa relative humidity,r200hPa,%,"[0,1]",气压层200hPa相对湿度
opensource,era5_pressure,150hPa relative humidity,r150hPa,%,"[0,1]",气压层150hPa相对湿度
opensource,era5_pressure,100hPa relative humidity,r100hPa,%,"[0,1]",气压层100hPa相对湿度
opensource,era5_pressure,50hPa relative humidity,r50hPa,%,"[0,1]",气压层50hPa相对湿度
opensource,cfs_h6_surface,temperature (0m),t,K,C | F,地面0米气温
opensource,cfs_h6_surface,temperature (2m),t2m,K,C | F,地面2米气温
opensource,cfs_h6_surface,Maximum temperature,tmax,K,C | F,最高温度
opensource,cfs_h6_surface,Minimum temperature,tmin,K,C | F,最低温度
opensource,cfs_h6_surface,10 metre U wind component,u10,m/s,km/h | mph,地表10米风速U分量
opensource,cfs_h6_surface,10 metre V wind component,v10,m/s,km/h | mph,地表10米风速V分量
opensource,cfs_h6_surface,10 metre wind speed,ws10m,m/s,km/h | mph,[预处理]地面10米风速
opensource,cfs_h6_surface,10 metre wind direction,wd10m,degree,rad,[预处理]地面10米风向
opensource,cfs_h6_surface,cloud cover total,tcc,%,"[0,1]",总体云覆盖率
opensource,cfs_h6_surface,cloud cover low,lcc,%,"[0,1]",低空云覆盖率
opensource,cfs_h6_surface,cloud cover mid,mcc,%,"[0,1]",中空云覆盖率
opensource,cfs_h6_surface,cloud cover high,hcc,%,"[0,1]",高空云覆盖率
opensource,cfs_h6_surface,downward short-wave radiation flux,dswrf,W/m^2,,下行短波辐照通量
opensource,cfs_h6_surface,downward long-wave radiation flux,dlwrf,W/m^2,,下行长波辐照通量
opensource,cfs_h6_surface,upward short-wave radiation flux,uswrf,W/m^2,,上行短波辐照通量
opensource,cfs_h6_surface,upward long-wave radiation flux,ulwrf,W/m^2,,上行长波辐照通量
opensource,cfs_h6_surface,Precipitable water,pwat,mm,m | inch,可降水量
opensource,cfs_h6_surface,Precipitation rate,prate,mm,m | inch,降水速率（每秒降水量）
opensource,cfs_h6_surface,Volumetric soil moisture content depthBelowLandLayer=0,soilw1,%,"[0,1]",土壤水分含量层1（0m）
opensource,cfs_h6_surface,Volumetric soil moisture content depthBelowLandLayer=0.1m,soilw2,%,"[0,1]",土壤水分含量层2（0.1m）
opensource,cfs_h6_surface,Volumetric soil moisture content depthBelowLandLayer=0.4m,soilw3,%,"[0,1]",土壤水分含量层3（0.4m）
opensource,cfs_h6_surface,Volumetric soil moisture content depthBelowLandLayer=1m,soilw4,%,"[0,1]",土壤水分含量层4（1m）
opensource,cfs_h6_surface,Liquid volumetric soil moisture depthBelowLandLayer=0,soill1,%,"[0,1]",土壤液态水分含量层1（0m）
opensource,cfs_h6_surface,Liquid volumetric soil moisture depthBelowLandLayer=0.1m,soill2,%,"[0,1]",土壤液态水分含量层2（0.1m）
opensource,cfs_h6_surface,Liquid volumetric soil moisture depthBelowLandLayer=0.4m,soill3,%,"[0,1]",土壤液态水分含量层3（0.4m）
opensource,cfs_h6_surface,Liquid volumetric soil moisture depthBelowLandLayer=1m,soill4,%,"[0,1]",土壤液态水分含量层4（1m）
opensource,cfs_h6_surface,2 metre specific humidity,sh2,"[0,1]",%,2米比湿
opensource,cfs_h6_surface,Surface pressure,sp,Pa,hPa | kPa | MPa,地表气压
opensource,cfs_h6_surface,Snow depth,sde,m,mm | inch,雪深度
opensource,cfs_h6_surface,Water runoff,watr,mm,m｜inch,地表径流
opensource,cfs_h6_surface,Forecast albedo,al,%,"[0, 1]",预报反照率
opensource,icon_surface,2 metre dewpoint temperature,d2m,K,C | F,2米露点温度
opensource,icon_surface,2 metre temperature,t2m,K,C | F,2米气温
opensource,icon_surface,Max 2m Temperature,t2m_max,K,C | F,2米最大气温
opensource,icon_surface,Min 2m Temperature,t2m_min,K,C | F,2米最小气温
opensource,icon_surface,Snow temperature (top of snow),t_snow,K,C | F,积雪顶层温度
opensource,icon_surface,10 metre U wind component,u10m,m/s,km/h | mph,地表10米风速U分量
opensource,icon_surface,10 metre V wind component,v10m,m/s,km/h | mph,地表10米风速V分量
opensource,icon_surface,10 metre wind speed,ws10m,m/s,km/h | mph,[预处理]地面10米风速
opensource,icon_surface,10 metre wind direction,wd10m,degree,rad,[预处理]地面10米风向
opensource,icon_surface,Gust at 10m since end of previous full 01H since model start,gust10,m/s,km/h | mph,10米最大阵风
opensource,icon_surface,Latent Heat Net Flux,lhf,W/m^2,,潜热通量
opensource,icon_surface,Sensible Heat Net Flux,shf,W/m^2,,感热通量
opensource,icon_surface,Net short wave radiation flux at surface,nswrf-acc,W/m^2,,[原始值]地表净短波辐射通量
opensource,icon_surface,Net short wave radiation flux on model top,nswrf_top-acc,W/m^2,,[原始值]模型顶层净短波辐射通量
opensource,icon_surface,"Net short-wave radiation flux, clear sky",nswrfcs-acc,W/m^2,,[原始值]晴空净短波辐射通量
opensource,icon_surface,Downward diffusive short wave radiation flux at surface,dswdif-acc,W/m^2,,[原始值]地表向下散射短波辐射通量
opensource,icon_surface,Upward diffusive short wave radiation flux at surface,uswdif-acc,W/m^2,,[原始值]地表向上散射短波辐射通量
opensource,icon_surface,Downward direct short wave radiation flux at surface,dswdir-acc,W/m^2,,[原始值]地表向下直射短波辐射通量
opensource,icon_surface,Net short wave radiation flux at surface,nswrf,W/m^2,,[预处理]地表净短波辐射通量
opensource,icon_surface,Net short wave radiation flux on model top,nswrf_top,W/m^2,,[预处理]模型顶层净短波辐射通量
opensource,icon_surface,"Net short-wave radiation flux, clear sky",nswrfcs,W/m^2,,[预处理]晴空净短波辐射通量
opensource,icon_surface,Downward diffusive short wave radiation flux at surface,dswdif,W/m^2,,[预处理]地表向下散射短波辐射通量
opensource,icon_surface,Upward diffusive short wave radiation flux at surface,uswdif,W/m^2,,[预处理]地表向上散射短波辐射通量
opensource,icon_surface,Downward direct short wave radiation flux at surface,dswdir,W/m^2,,[预处理]地表向下直射短波辐射通量
opensource,icon_surface,Net long wave radiation flux at surface,nlwrf,W/m^2,,地表净长波辐射通量
opensource,icon_surface,Net long wave radiation flux on model top,nlwrf_top,W/m^2,,模型顶层净长波辐射通量
opensource,icon_surface,Cloud Cover (0 - 400 hPa),hcc,%,"[0,1]",云量 (0 - 400 hPa)
opensource,icon_surface,Cloud Cover (800 hPa - Soil),lcc,%,"[0,1]",云量 (800 hPa - 土壤)
opensource,icon_surface,Cloud Cover (400 - 800 hPa),mcc,%,"[0,1]",云量 (400 - 800 hPa)
opensource,icon_surface,Total Cloud Cover,tcc,%,"[0,1]",总云量
opensource,icon_surface,Soil Temperature,t_s,K,C | F,土壤温度
opensource,icon_surface,0cm Soil Temperature (multilayer model),t_so_0,K,C | F,0cm土壤温度
opensource,icon_surface,6cm Soil Temperature (multilayer model),t_so_6,K,C | F,6cm土壤温度
opensource,icon_surface,18cm Soil Temperature (multilayer model),t_so_18,K,C | F,18cm土壤温度
opensource,icon_surface,54cm Soil Temperature (multilayer model),t_so_54,K,C | F,54cm土壤温度
opensource,icon_surface,0cm Column-integrated Soil Moisture,w_so_0,mm,m | inch,0cm土壤湿度
opensource,icon_surface,1cm Column-integrated Soil Moisture,w_so_1,mm,m | inch,1cm土壤湿度
opensource,icon_surface,3cm Column-integrated Soil Moisture,w_so_3,mm,m | inch,3cm土壤湿度
opensource,icon_surface,9cm Column-integrated Soil Moisture,w_so_9,mm,m | inch,9cm土壤湿度
opensource,icon_surface,27cm Column-integrated Soil Moisture,w_so_27,mm,m | inch,27cm土壤湿度
opensource,icon_surface,Specific Humidity at Surface,qv_s,%,"[0,1]",地表比湿
opensource,icon_surface,Convective rain,rain_con-acc,mm,m | inch,[累积值]对流降雨
opensource,icon_surface,Large scale rain (Accumulation),rain_gsp-acc,mm,m | inch,[累积值]大尺度降雨（积累）
opensource,icon_surface,Convective rain,rain_con,mm,m | inch,[预处理]对流降雨
opensource,icon_surface,Large scale rain,rain_gsp,mm,m | inch,[预处理]大尺度降雨
opensource,icon_surface,Water Runoff (ground),runoff_g,mm,m | inch,地下水径流
opensource,icon_surface,Water Runoff (surface),runoff_s,mm,m | inch,地表径流
opensource,icon_surface,Convective Snowfall water equivalent,snow_con,mm,m | inch,对流降雪水当量
opensource,icon_surface,Large-Scale snowfall - water equivalent (Accumulation),snow_gsp,mm,m | inch,大尺度降雪（积累）
opensource,icon_surface,Total Column-Integrated Cloud Water,tqc,mm,m | inch,总柱云水含量
opensource,icon_surface,Total Column-Integrated Cloud Ice,tqi,mm,m | inch,总柱云冰含量
opensource,icon_surface,Total column integrated rain,tcolr,mm,m | inch,总柱集成降雨
opensource,icon_surface,Total column integrated snow,tcols,mm,m | inch,总柱集成降雪
opensource,icon_surface,Total column vertically-integrated water vapour,tcwv,mm,m | inch,总柱垂直集成水汽
opensource,icon_surface,Total Precipitation,tp-acc,mm,m | inch,[累积值]总降水量
opensource,icon_surface,Total Precipitation,tp,mm,m | inch,[预处理]总降水量
opensource,icon_surface,Pressure reduced to MSL,prmsl,Pa,hPa | kPa | MPa,海平面气压
opensource,icon_surface,Surface pressure,sp,Pa,hPa | kPa | MPa,地表气压
opensource,icon_surface,2 metre relative humidity,rh,%,"[0,1]",2米高度相对湿度
opensource,icon_surface,Convective Available Potential Energy,cape,J/kg,,对流有效位能
opensource,icon_surface,Snow density,rsn,kg/m^3,,雪密度
opensource,icon_surface,Snow depth,sde,m,mm | inch,积雪深度
opensource,icon_surface,Surface roughness,sr,m,mm | inch,地表粗糙度
opensource,aifs_surface,2 metre temperature,t2m,K,C | F,地面2米气温
opensource,aifs_surface,2 metre dewpoint temperature,d2m,K,C | F,地面2米露点温度
opensource,aifs_surface,skin temperature,skt,K,C | F,地表温度
opensource,aifs_surface,wet bulb temp,wbt,K,C | F,[预处理]湿球温度
opensource,aifs_surface,10 metre U wind component,u10m,m/s,km/h｜ mph,地面10米风U分量
opensource,aifs_surface,10 metre V wind component,v10m,m/s,km/h｜ mph,地面10米风V分量
opensource,aifs_surface,10 metre wind speed,ws10m,m/s,km/h｜ mph,[预处理]地面10米风速
opensource,aifs_surface,10 metre wind direction,wd10m,degree,rad,[预处理]地面10米风向
opensource,aifs_surface,100 metre U wind component,u100m,m/s,km/h | mph,地面100米风U分量
opensource,aifs_surface,100 metre V wind component,v100m,m/s,km/h | mph,地面100米风V分量
opensource,aifs_surface,100 metre wind speed,ws100m,m/s,km/h | mph,[预处理]地面100米风速
opensource,aifs_surface,100 metre wind direction,wd100m,degree,rad,[预处理]地面100米风向
opensource,aifs_surface,convective precipitation,cp-acc,mm,m｜inch,[原始累积值]指由于对流过程引起的大气中的水分凝结形成的降水
opensource,aifs_surface,convective precipitation,cp,mm,m｜inch,[预处理]指由于对流过程引起的大气中的水分凝结形成的降水
opensource,aifs_surface,total precipitation accumulated,tp-acc,mm,m｜inch,[原始累积值]总降水
opensource,aifs_surface,total precipitation,tp,mm,m | inch,[预处理]一小时内总降水
opensource,aifs_surface,total column water,tcw,mm,m｜inch,大气总柱水含量，指从地面到大气顶端的整个垂直柱状区域中所有形式的水的总含量，包括水蒸气、云水、云冰、雨水和雪等
opensource,aifs_surface,water equivalent snowfall,sf-acc,m,mm | inch,[原始累积值]降雪等量水的深度
opensource,aifs_surface,water equivalent snowfall,sf,mm,m | inch,[预处理]降雪等量水的深度
opensource,aifs_surface,Runoff water equivalent (surface plus subsurface),rowe,m,mm | inch,径流水当量（地表及次表层）
opensource,aifs_surface,Soil temperature layer 1,sot,K,C | F,0-7cm土壤温度
opensource,aifs_surface,Soil temperature layer 2,sot2,K,C | F,7-28cm土壤温度
opensource,aifs_surface,Volumetric soil moisture layer 1,vsw,m^3/m^3,,0-7cm土壤湿度
opensource,aifs_surface,Volumetric soil moisture layer 2,vsw2,m^3/m^3,,7-28cm土壤湿度
opensource,aifs_surface,surface short-wave (solar) radiation downwards accumulated,ssrd-acc,J/m^2,,[原始累积值] 地表下行短波（太阳）辐射<br>从大气向地表辐射的短波(太阳)辐射通量，短波指可见光和近红外<br>是光伏发电的主要能源来源
opensource,aifs_surface,surface long-wave (thermal) radiation downwards accumulated,strd-acc,J/m^2,,[原始累积值] 地表下行长波（热）辐射
opensource,aifs_surface,surface short-wave (solar) radiation downwards,ssrd,W/m^2,,[预处理] 地表下行短波（太阳）辐射<br>从大气向地表辐射的短波(太阳)辐射通量，短波指可见光和近红外<br>是光伏发电的主要能源来源
opensource,aifs_surface,surface long-wave (thermal) radiation downwards,strd,W/m^2,,[预处理] 地表下行长波（热）辐射
opensource,aifs_surface,total cloud cover,tcc,"[0,1]",%,总云量
opensource,aifs_surface,low cloud cover,lcc,"[0,1]",%,低云量
opensource,aifs_surface,mid cloud cover,mcc,"[0,1]",%,中云量
opensource,aifs_surface,high cloud cover,hcc,"[0,1]",%,高云量
opensource,aifs_surface,surface pressure,sp,Pa,hPa | kPa | MPa,地表气压
opensource,aifs_surface,mean sea level pressure,msl,Pa,hPa | kPa | MPa,平均海平面气压
opensource,aifs_surface,relative humidity,rh,"[0,1]",%,[预处理]相对湿度
opensource,aifs_surface,vapour pressure deficit,vpd,Pa,hPa | kPa | MPa,[预处理]水汽压亏缺
opensource,gfs_surface,temperature (2m),t2m,K,C | F,地面2米气温
opensource,gfs_surface,dewpoint (2m),d2m,K,C | F,地面2米露点温度
opensource,gfs_surface,skin temperature,skt,K,C | F,地表温度
opensource,gfs_surface,surface temperature,t0m,K,C | F,地面0米气温
opensource,gfs_surface,temperature (80m),t80m,K,C | F,地面80米气温
opensource,gfs_surface,temperature (100m),t100m,K,C | F,地面100米气温
opensource,gfs_surface,wet bulb temp,wbt,K,C | F,[预处理]湿球温度
opensource,gfs_surface,10m U wind component,u10m,m/s,km/h | mph,地表10米风速U分量
opensource,gfs_surface,10m V wind component,v10m,m/s,km/h | mph,地表10米风速V分量
opensource,gfs_surface,20m U wind component,u20m,m/s,km/h | mph,地表20米风速U分量
opensource,gfs_surface,20m V wind component,v20m,m/s,km/h | mph,地表20米风速V分量
opensource,gfs_surface,30m U wind component,u30m,m/s,km/h | mph,地表30米风速U分量
opensource,gfs_surface,30m V wind component,v30m,m/s,km/h | mph,地表30米风速V分量
opensource,gfs_surface,40m U wind component,u40m,m/s,km/h | mph,地表40米风速U分量
opensource,gfs_surface,40m V wind component,v40m,m/s,km/h | mph,地表40米风速V分量
opensource,gfs_surface,50m U wind component,u50m,m/s,km/h | mph,地表50米风速U分量
opensource,gfs_surface,50m V wind component,v50m,m/s,km/h | mph,地表50米风速V分量
opensource,gfs_surface,80m U wind component,u80m,m/s,km/h | mph,地表80米风速U分量
opensource,gfs_surface,80m V wind component,v80m,m/s,km/h | mph,地表80米风速V分量
opensource,gfs_surface,100m U wind component,u100m,m/s,km/h | mph,地表100米风速U分量
opensource,gfs_surface,100m V wind component,v100m,m/s,km/h | mph,地表100米风速V分量
opensource,gfs_surface,wind gust,gust,m/s,km/h | mph,阵风
opensource,gfs_surface,10 metre wind speed,ws10m,m/s,km/h | mph,[预处理]地面10米风速
opensource,gfs_surface,10 metre wind direction,wd10m,degree,rad,[预处理]地面10米风向
opensource,gfs_surface,20 metre wind speed,ws20m,m/s,km/h | mph,[预处理]地面20米风速
opensource,gfs_surface,20 metre wind direction,wd20m,degree,rad,[预处理]地面20米风向
opensource,gfs_surface,30 metre wind speed,ws30m,m/s,km/h | mph,[预处理]地面30米风速
opensource,gfs_surface,30 metre wind direction,wd30m,degree,rad,[预处理]地面30米风向
opensource,gfs_surface,40 metre wind speed,ws40m,m/s,km/h | mph,[预处理]地面40米风速
opensource,gfs_surface,40 metre wind direction,wd40m,degree,rad,[预处理]地面40米风向
opensource,gfs_surface,50 metre wind speed,ws50m,m/s,km/h | mph,[预处理]地面50米风速
opensource,gfs_surface,50 metre wind direction,wd50m,degree,rad,[预处理]地面50米风向
opensource,gfs_surface,80 metre wind speed,ws80m,m/s,km/h | mph,[预处理]地面80米风速
opensource,gfs_surface,80 metre wind direction,wd80m,degree,rad,[预处理]地面80米风向
opensource,gfs_surface,100 metre wind speed,ws100m,m/s,km/h | mph,[预处理]地面100米风速
opensource,gfs_surface,100 metre wind direction,wd100m,degree,rad,[预处理]地面100米风向
